,Job Title,Job Description,Salary_min,Salary_max,Salary_mean,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
99,Senior Data Scientist,"Senior Data Scientist Job Description

Location: Based in Austin, TX

About Us:

At Valkyrie, we are scientists, innovators and strategists on a mission to advance the field of data science and put our cutting-edge technology to work on humanity's biggest challenges. We champion integrity, ingenuity and inclusion. We see opportunity in adversity and believe in creating a brighter, more human future with thoughtfully designed solutions. We seek leaders in the fields of science and strategy who think with both sides of their brains and are deeply committed to serving clients and their customers.

Senior Scientist Position:

The Senior Scientist is the right fit for a motivated scientist that is excited to be part of a growing business and is passionate about finding insights in data through the scientific method. We are looking for candidates who are interested in analyzing data, developing models based on that data and transforming the outputs of those models to valuable insights. As a Senior Scientist you should have good experience with algorithmic development, statistical analysis, machine learning, and some experience with database architecture. You have demonstrated scientific excellence and aptitude for innovation. Senior Scientist are responsible for model development and implementation, data architecture, prototyping, and ideation. You will be a part of the efforts to identify and analyze current and future data-centric technology patterns and trends, perform in-depth investigation, and experimentation with emerging platforms and frameworks. The right candidate for this role will be able to leverage statistical and programming knowledge to transform data into actionable insights.

Senior Scientist Qualifications:

Master?s Degree or PhD in STEM (Science, Technology, Engineering, Math) or related field
4+ years of professional experience in a scientific role
Experience with at least one Data Science language: Python (preferred)
Ability to quickly comprehend an algorithm or machine learning method and apply to business domain challenges
Strong experience in various fields of advanced mathematics: Calculus, Graph Theory, Linear Algebra, Differential Equations, Statistics, System Modeling, Stochastic / Non-linear Dynamics, etc
Experience with Machine Learning techniques, such as:
Supervised, unsupervised modeling, reinforcement learning, classification, clustering, etc.
Deep learning techniques including convolutional neural networks, and the technologies to support them (PyTorch, TensorFlow, Keras, etc)
Interest in Computer Vision
Experience with Visualization tools: Plotly, Matplotlib, Seaborn, ggplot, etc.
Natural Language Processing (NLP) ? Like to Have
Conceptual understanding of various database structures: Relational (SQL), Document (MongoDB), Graph (Neo4j), Column (Google BigTable)
Strong experience in effective collaboration and technical problem solving within multidisciplinary teams
Exceptional written and verbal communications skills along with experience in preparing and delivering documentation, proposals, presentations, and structured working sessions to all levels in a client organization

Perks:

Competitive Compensation
Profit Sharing
Tremendous growth potential
Open and unlimited PTO & Sick time
Flexible hours, work from home as needed
Medical, dental, vision, & HSA options
401K
Parking allowance
Stocked kitchen with healthy snacks, drinks, coffee, etc
Lots of team events including happy hours, catered lunches, and other fun outings
Innovative, collaborative, and fun work environment that fosters a positive and supportive culture for growth

Full-time Employment: Ability to work as a full-time employeeShow More  ",$100K ,$125K,-1,1.0,"Valkyrie
1.0","Austin, TX",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
100,Data Scientist,"Data Scientist
PhysIQ is a transformational leader in applying highly sophisticated technology to solve some of the most pressing problems in healthcare. More specifically, we are forging the frontier of healthcare delivery at the intersection of mobile technology and artificial intelligence. Our team is comprised of veteran technologists and world-class data scientists and our solutions set the market standard for scalability and sophistication. Furthermore, we are implementers with a proven track record of transforming an audacious technological vision into mission-critical solutions for our customers.Our core values are simple and are defined by integrity, passion and relentless drive toward solving the impossible.We are a team in its purest definition. We all pull on the rope together, in the same direction, with the same intensity.Our customers and their patients depend on us to deliver technology that will forever change healthcare. We are literally keeping people out of the hospital. We are changing lives.
In our world, amazing things only happen when people make them happen. If you want to make things happen and do it with a world-class of team of visionaries and doers, we encourage you to apply.
Job Description
The person in this job is responsible for all functions expected of an experienced data scientist in PhysIQ’s research group, namely to develop, advance and validate the analytical technologies of the company; implement, test and deliver production code into the product to generate analytics; implement, test and evaluate competitive and prior art analytics technologies; support statistical analyses of the company’s clinical studies and trials; develop patentable inventions; develop and implement software tools for algorithmic research and clinical statistical analysis; and document analyses, algorithms and related product features. This position is heavily involved in advancing the core analytical capabilities of the company’s products. The mission of the person in this position is to deliver robust analytical methods for productization and to expose and explain phenomena of interest in clinical physiological data.
ResponsibilitiesAlgorithm Development and Testing. This position develops new algorithms or improves existing algorithms for a variety of health assessments, activity and behavior recognition, diagnoses, device performance metrics and any other automated signal processing or machine learning technique that might be used on the company’s human subject data. An example is development of a new index for orthopneic breathing based on physiology telemetry measured by sensors. This responsibility includes testing.Clinical Data Analysis. This involves analysis of (typically continuous ambulatory) data collected in clinical studies or available from customer de-identified datasets on human subjects accessible to PhysIQ, for any kind of evaluation of results or for any kind of analytics troubleshooting. An example would be analyzing clinical outcomes in a study versus analytical predictions.Generate Specifications and Deliver Production Analytics. This position writes and delivers production code relating to analytical methods in PhysIQ’s products, primarily in Python language; and writes associated documentation. This position is involved in writing, evaluating, critiquing, meeting about, tracking in online systems and updating product specifications about algorithms and on occasion other functionality in the product. Examples include: Writing a formal specification and code for a new algorithm; participating in meetings to review product specifications; contributing ideas for new product features that may become specifications; and updating specifications with approved changes.Evaluate Competitive Algorithms. This position implements, evaluates and characterizes the efficacy and weaknesses of competitors’ algorithms. These activities often involve formal written reports on the findings and presentations to other PhysIQ staff.Research Tool Development. This position is involved in developing tools and infrastructure for at-scale and repeatable analytics research, particularly using cloud and web resources.Publish and Patent. This position should generate publishable research papers and patentable inventions as opportunities arise. This position will also be involved in analyzing the existing patent landscape and developing strategies for staking out patent positions on company technology and avoiding infringement of 3rd party IP.Conduct and Report on Data Studies. To advance the analytics, this position is involved in aspects of conducting bench data collection activities and data studies, including developing protocols, conducting data collection from subjects, analyzing collected data and writing reports. An example of this is doing an activity study on treadmills with sensor devices using volunteers.Analytics Platform Troubleshooting. When challenging bugs show up in the performance of the analytics platform product or associated sensor hardware, that require evaluating and analyzing clinical data, the person in this position performs all necessary steps to conduct troubleshooting when assigned to do so.Quality Systems and FDA Validation Work. This position is responsible for participating in the quality management systems of the company and conducting validation testing of algorithms in support of FDA 510(k) or De Novo submissionsMentoring Less Experienced Hires. This position is responsible to mentor new hires and interns as needed with respect to tools, procedures, and technology.Other. The company may reasonably ask this person to contribute to any other business activity of the company for which the person has sufficient capability and which does not impose an unreasonable burden or unreasonable safety risk.
Required SkillsBachelor’s degree from 4-year college program in science, engineering, math or related quantitative programMinimum of 2 years of experience in a similar roleAdvanced literacy to code in at least one of the programming languages of: Python, MATLAB, RWritten English fluency3 or more years of work experience in positions relating to data science or analytics
Nice to HaveFamiliarity with deep learning tools (e.g. PyTorch, TensorFlow, MATLAB NN Toolbox, etc.)Google cloud computing and cloud storage familiarityExperience with wearable sensor data biosignal processing/analysis experienceExperience with biostatistical/clinical trials analysis approachesExperience with version control software
aQJB9vBjzlShow More  ",-1,-1,-1,4.8,"physIQ, Inc.
4.8",Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
101,Data Scientist,"Uses advanced techniques that integrate traditional and non-traditional datasets to enable analytical solutions. Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer and consumer facing applications; Builds analytical solutions leveraging internal and external applications to deliver value and create competitive advantage. Translates complex analytical and technical concepts to non-technical employees.
Tasks:
Partners with business leaders across the organization to define business problems and research questions; serves as key resource and Subject Matter Expert (SME) on cross functional, matrixed teams to solve highly complex work critical to the organization.
Builds large and complex information sets; Integrates and extracts relevant information from large amounts of both structured and unstructured data (internal and external) to enable analytical solutions.
Conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop analytical solutions to achieve business objectives.
Serves as key resource and Subject Matter Expert (SME) on efforts to develop scalable, efficient, automated solutions for large scale data analyses, model development, model validation and model implementation.
Works with IT to translate prototypes into new products, services, and features.
Builds and maintains a robust library of reusable algorithms and supporting code, such that research efforts are based on the highest quality data, are transparently conducted, and can be productionized and are reproducible.
Translates complex analytical and technical concepts to non-technical employees to enable understanding and drive informed business decisions.
Maintains academic and industry relationships for the purposes of research; maintains expertise and awareness of cutting-edge techniques, technologies and potential business solutions.
Minimum Requirements:
Master's degree in Computer Science, Applied Mathematics, Quantitative Economics, Statistics, or related field. 6 additional years of related experience beyond the minimum required may be substituted in lieu of a degree.
6 years of experience in predictive modeling, large data analysis and computer science.
Experience in stochastic modeling, machine learning, and other advanced mathematical techniques (e.g., neural nets, simulation, graph analysis).
Solid experience in at least one compiled language (e.g., Java, C or more) and one dynamic scripting language (Python, R).
Excellent pattern recognition and predictive modeling skills.
Knowledge and application of Data Science principals and experience with data science methodologies.
Experience with the following statistical and predictive modeling approaches: Gaussian Process; Markov Models; Hierarchical Clustering; K-Means; Linear Regression; Logistic Regression; Monte Carlo Simulation; Neural Networks.
Technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers’ organization.
Demonstrated ability to communicate ideas with team members and/or business leaders to convey and present very technical information to an audience that may have little or no understanding of technical concepts in data science.
Preferred Experience:
Hands-on experience developing products that utilize advanced machine learning techniques in forecasting and knowledge representation/graph along with transitioning those solutions from the development environment into the production environment for full-time use.
Knowledge of best practices for managing model risk.
Prior experience of developing and implanting data science solutions in AWS or Azure.
Prior experience supporting Finance organizations.
Our Purpose and Growth Culture:
We are taking deliberate action to nurture an inclusive culture that is grounded in our company purpose, to refresh the world and make a difference. We act with a growth mindset, take an expansive approach to what’s possible and believe in continuous learning to improve our business and ourselves. We focus on four key behaviors – curious, empowered, inclusive and agile – and value how we work as much as what we achieve. We believe that our culture is one of the reasons our company continues to thrive after 130+ years. Visit Our Purpose and Vision to learn more about these behaviors and how you can bring them to life in your next role at Coca-Cola.

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity and/or expression, status as a veteran, and basis of disability or any other federal, state or local protected class. When we collect your personal information as part of a job application or offer of employment, we do so in accordance with industry standards and best practices and in compliance with applicable privacy laws.To apply to this job, click Apply NowShow More  ",-1,-1,"$95,704 /yr (est.)",4.0,,"Plano, TX",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,-1
102,Data Scientist,"About Kraken
Our mission is to accelerate the adoption of cryptocurrency so that you and the rest of the world can achieve financial freedom and inclusion. In our first decade, Kraken has risen to become one of the largest, most successful and respected crypto exchanges on the planet.
We are changing the way the world thinks about finance and our range of successful products are playing a critical role in the mainstream adoption of crypto assets. We continue to trail-blaze into new territory with the introduction of Kraken Bank, providing a more seamless integration between crypto and the traditional financial system. This makes us the first crypto company (ever) to be awarded a U.S. state banking charter.
Our diverse group of 2,400+ Krakenites are distributed all over the world as part of our 'remote first' culture, united by a shared passion for delighting customers, upholding crypto values and achieving our meaningful mission. We attract people who push themselves to improve, are radically transparent and think differently in order to unlock their potential.
Crypto is a rapidly evolving industry and we’re just getting started. We’re growing fast and you're invited to join the revolution!
About the Role
This is a fully remote role, we will consider applicants based in North America, South America and Europe.
We are looking for a Data Scientist who is innovative, highly-motivated, and proactive.
For this role, you will be part of a team that builds cutting-edge trading products in the cryptocurrency industry. You will be responsible for transforming data and generating actionable insights into our customer behavior and measuring the performance of Kraken’s products. You will collaborate and lead projects with product management, engineering, marketing, and growth teams. You will transform data from complex systems, generate performance metrics, and share the results with stakeholders at all levels of the company.
Great benefits, amazing perks, remote work, stock incentives, and a flexible PTO policy make Kraken a great place to work. If you value having a seat at the table and want to make a big impact on guiding the direction of marketing and growth at one of the top crypto exchanges in the world, this role is for you.
Responsibilities
Partner with product, engineering, marketing, finance and other relevant stakeholders to identify, prioritize, and answer the most important questions where analytics, statistical and ML modeling will have a material impact
Drive cross functional analytic projects from beginning to end: build relationships with partner teams, frame and structure questions, collect and analyze data, summarize and present key insights in support of decision making
Work with engineers to evangelize data best practices and implement analytics solutions
Develop, train, and deploy ML models serving predictions and automating business processes
Collaborate with business leaders, subject matter experts, and decision makers to develop success criteria and optimize new products, features, policies, and models
Communicate key results with self-serve tools (dashboards, analytics tools) for leadership and product management
Develop anomaly detection, and data modelling tools to monitor key performance indicators to improve the efficiency of the products
Design experiments for product teams to test hypothesis and help with idea generation and refinement
Build key datasets and data pipelines using SQL/Python/ETL frameworks
Requirements
PhD or Masters degree in Statistics, Computer Science, Physical Sciences, Economics, Math or a related technical field
5+ years industry experience in data science or analytics
A consistent track record of performing data analysis using Python, R, and/or SQL
Experience using statistics and predictive analytics to solve complex business problems
The versatility and willingness to learn new technologies on the job
The ability to clearly communicate complex results to technical and non-technical audiences
Familiarity with other data tools such as Druid, Hadoop, Tableau, Superset is a plus
Location Tagging: #EU #US
We’re powered by people from around the world with their own unique and diverse experiences. We value all Krakenites and their talents, contributions, and perspectives, regardless of their background.
As an equal opportunity employer we don’t tolerate discrimination or harassment of any kind. Whether that’s based on race, ethnicity, age, gender identity, citizenship, religion, sexual orientation, disability, pregnancy, veteran status or any other protected characteristic as outlined by federal, state or local laws.Show More  ",-1,-1,-1,4.1,"kraken
4.1",Remote,1001 to 5000 Employees,2011,Company - Private,Internet,Information Technology,-1
103,Sr Data Scientist,"Remote, United States
Los Gatos, California
Data Science and Engineering
At Netflix, our mission is to entertain the world. With 200+ million paid members in over 190 countries enjoying TV series, documentaries, and feature films across a wide variety of genres and languages, Netflix is reinventing entertainment from end to end. We are revolutionizing how shows and movies are produced, pushing technological boundaries to efficiently deliver streaming video at a massive scale over the internet, and continuously improving and personalizing how content is presented around the globe.
We are seeking Sr Data Scientists for a range of teams within Data Science and Engineering. From owning experimentation within the Open Connect network, building sophisticated tools on a world-class experimentation platform to provide seamless quality of experience, driving Growth and Membership of Netflix Platform, to unlocking the power of data in highly creative editorial creative space, evaluating the performance and optimizing personalization algorithms to deliver recommendations or building sophisticated experimentation tools - we have a few areas within which we are seeking Data Scientists driven by curiosity and passionate about working with a range of stakeholders.

As a Data Scientist, you will be partnering with a diverse range of cross-functional business partners to uncover new opportunities, design, execute, and analyze experiments, and deliver solutions that have a significant business impact and implications for our users. You will help drive innovations through effective identification and application of analytics, causal inference, experimentation, and machine learning. This is a high-impact role in which you will have a direct influence on how product decisions are made.
In this role, you will:
Effectively identify and apply analytics, causal inference, experimentation, and machine learning techniques for given business problems
Lead the design, analysis, and interpretation of experiments Proactively perform data exploration on engagement behaviors to discover future opportunities
Identify, compute and validate the appropriate metrics to measure success in a product area
Cultivate strong partnerships with cross-functional stakeholders from product, engineering, operations, design, consumer research, etc.
Present your research and insights to all levels of the company
We are looking for:
Advanced degree in Statistics, Mathematics, Physics, Economics or related quantitative field
5+ years relevant experience with large scale data
Strong statistical knowledge and intuition - ideally utilized in experimentation or other product analytics settings
Strong product knowledge and intuition - ideally utilized in consumer/ or user interface settings or internally serving technical audiences such as engineers.
Demonstrated ability to communicate and drive product change across a variety of stakeholders
Strong SQL skills
Strong Quantitative Programming skills in Python or R
Ability to work independently and drive your own projects
Ability to communicate technical and statistical concepts clearly and concisely among audiences at many different levels.
Embodies the Netflix values while bringing a new perspective to continue improving our culture
Plus: Experience in building real-world machine learning models with demonstrated impact
Plus: Experience creating data products and dashboards such as Tableau
Plus: Experience in building causal inference solutions
Plus: Familiarity with software engineering practice and working with APIs
APPLY NOW
Share this listing:
LINK COPIEDShow More  ",-1,-1,"$165,089 /yr (est.)",4.2,"Netflix
4.2","Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet,Information Technology,-1
104,Data Scientist,"Data Scientist (DataIku)New York, NY (onsite 3 days a week)GC or USC OnlyHeavy Financial experienceThe right candidate would have a background in Data Science, data engineering and requisite familiarity and experience working with statistical modeling. The candidate should be well versed in the Hadoop ecosystem and all the intricate details of Hadoop application design. Additionally, experience with Hadoop/Spark performance tunings which includes but not limited to data partitioning and indexing is requisite.Responsibilities include: Work closely with members of WM Strats and Modeling team in the design, development and implementation of large statistical databases in DataIku/Hadoop environment Work closely with members of WM Strats and Modeling team in the implementation of statistical and econometric models in Python/PySpark/R on the DataIku platformWork closely with members of WM Strats and Modeling team to facilitate processing large data in Hadoop environment using Spark/PySpark/RSparkEnsure data integrity through – data quality, validation, governance and transparencyProduction deployment and model monitoring to ensure stable performance and adherence to standardsSkills required: Experienced professional with 10-12 years of experience developing and implementing statistical models in Big Data ecosystem , i.e., Hadoop, Spark, HBase, Hive / Impala or any other similar distributed computing technologyProficiency with Python/R and basic libraries for statistical/econometric modeling such as scikit-learn, pandasExperienced in Hadoop, Spark, HDFS, Python, R, PySpark and other leading technologiesProficiency with DataIkuProficiency in data analysis using complex and optimized SQL and / or above-mentioned technologiesUnderstanding of data architecture, structures, data modeling and database design and performance management Good written and verbal communication skillsIn-depth understanding of StatisticsFinance, Mortgages, Bank Deposit Products (lending a plus)RegardsShilpaJob Types: Full-time, ContractPay: $41,144.00 - $135,483.00 per yearSchedule:Monday to FridayEducation:Master's (Preferred)Experience:Python: 1 year (Preferred)SQL: 1 year (Preferred)Work Remotely:NoSpeak with the employer+91 +15715070529Show More  ",$41K ,$135K,-1,-1,technovasystems,"New York, NY",-1,-1,-1,-1,-1,-1
105,"Data Scientist, Core Product","Airtable's unique approach to enabling end-user software creation has struck a chord with users across many industries and use cases. Our accelerating growth, coupled with our ambitious product surface area, brings many challenges. As one of the early members of the Data Science team, you will play a crucial role in shaping the future of Airtable by deepening our understanding of how people use the open-ended toolkit that Airtable offers. You'll work cross-functionally to identify and answer our most important questions, transforming raw data into understandable and actionable insights.

What you'll do
Partner with product, engineering, and design teams to help drive insights, identify opportunities, and understand user behavior and long-term trends.
Perform proactive, strategic analyses to understand the workflows and use cases of Airtable customers, and influence product roadmaps through your insights and recommendations.
Measure how customers connect and integrate their workflows across teams in order to help uncover the levers for expansion
Analyze and design experiments, and help develop and socialize a rigorous culture of experimentation throughout the company.
Define and monitor key metrics through consistent tracking, KPI's, and dashboards.
Proactively socialize insights, dashboards, and reports with technical and non-technical audiences.
Collaborate with data and engineering teams to design scalable and future-proof instrumentation.
Who you are
You have 3+ years previous experience as a data scientist, data analyst, or product analyst, preferably in a B2B context
You have the ability to translate raw data into meaningful business insights and be able to tell a story with data
You have strong knowledge of statistics and experimental design.
You possess a natural curiosity and strive to uncover the deeper relationships that are not always immediately discoverable.
You have experience writing and optimizing complex SQL queries for large data sets and are familiar with a scientific programming language, such as R or Python.
You are an excellent storyteller and able to communicate your findings with clarity and precision, whether through writing or visualizations.
What we offer
We have your medical, dental, and vision insurance 100% covered (and your dependents covered at 80%)
High deductible health plan available with health savings account contribution
Complimentary One Medical membership for individuals and dependents
Monthly ""Lifestyle Wallet"" to use for benefits like personal fitness (e.g., gym memberships, fitness equipment, etc.) to pet care to nutrition coaching, and more.
Complimentary mental health support via Modern Health Family planning support (fertility, adoption, and surrogacy)
Flexible and generous time off and sick time benefits
16 weeks of parental leave
Annual Learning & Development wallet to support your career development
Emergency backup care for dependents
Access to financial planning and legal support
About Airtable

Airtable is working on the next computer revolution: one where anyone – even without technical training – can create customized applications that fit their needs, build more interconnected teams, and take part in a growing community of people who share what they create. Founded in 2012 and headquartered in San Francisco, Airtable powers teams at more than 300,000 organizations around the world. Our most recent funding round valued Airtable at $11.7 billion and raised $735 million in additional capital, and we're just getting started!Apply Now: click Easy ApplyShow More  ",-1,-1,"$109,014 /yr (est.)",4.6,,"San Francisco, CA",501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1
106,Data Scientist - Winter/Spring Co-op (CIO),"Introduction
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities
The anticipated start date for this co-op position is January 2022. We are looking for candidates who will work part time (20 hours per week) during the school semester and up to full time (40 hours per week) during school breaks. The end date for this co-op will be May 2022.

Successful co-ops will also be considered for offer into our full-time summer 2022 (May - August) internship program.

You must be actively enrolled in an undergraduate degree-seeking program through Summer 2022 to qualify. The ideal candidate will be expecting to graduate between December 2022 through May 2023.

This is Remote position – however, the ideal candidate will be able to work Eastern or Central US hours.

The IBM CIO (Chief Information Office) organization is looking for innovative talent who will bring new ideas to create a productive environment for all IBMers across the globe. Our mission is to provide the best work experience in a digital workplace to all IBM employees, and consequently provide a positive impact on the way IBM delivers what our clients need.

This role resides within the Hybrid Cloud Platforms division of the CIO organization. CIO Hybrid Cloud Platforms provides the platforms and infrastructure that power IBM, allowing business and application teams to focus on creating the digital business experiences that will drive IBM forward.

Are you interested in working in an innovative and collaborative environment? If so, this is your chance to work in the first IBM area to become agile, and to create meaningful solutions that impact our technology and transformation for a new business era.

As a Data Scientist for the CIO organization, you will…
Analyze and organize data and craft the questions designed to extract its value
Work closely with the Hybrid Business Management data analyst to collect and prepare the data to enable discovery of hidden patterns that lead to valuable business insights
Help gather, collect, cleanse, and transform data in preparation for modeling, and assist in loading data into the CIO Hybrid Cloud Platforms Technology Business Management (TBM) model
Implement and validate predictive models as well as create and maintain statistical models
Communicate with CIO Hybrid Cloud Platforms consumers to understand and define business needs, assisting the team to provide analytical solutions
Use leading edge tools and platforms such as Linux, SQL, Python, Containers, etc.
Work in an Agile, collaborative environment, partnering with other data analysts, developers, and architects to bring analytical rigor and statistical methods to the operational challenges within the organization
Support the team in communicating results to technical and non-technical stakeholders
Learn and demonstrate how important a role data plays in our overall Hybrid Cloud Strategy

Required Technical and Professional Expertise

Problem solving skills – crafting questions, analyzing problems from multiple perspectives, debugging and troubleshooting
Great at working in a team environment and enjoys collaboration
Strong fundamentals in Mathematics and Computer Science (algorithms)
Strong technical and analytical abilities
Some experience with programming/scripting in a language such as JAVA, Python, Golang
Some experience with tools involved in data wrangling such as Pandas

Preferred Technical and Professional Expertise

Data warehousing and ETL knowledge
Knowledge of SQL

About Business Unit
The IBM Finance organization is responsible for driving enterprise performance and transformation. We are the financial stewards of IBM, delivering IBM’s financial strategy, developing new business models, and mitigating enterprise risk. Do you have a passion for creating business value? Join our team in accounting, financial planning, pricing, business controls, tax, treasury, business development (acquisitions & divestitures), and global financing.

This job requires you to be fully COVID-19 vaccinated prior to your start date, where legally permissible. Proof of vaccination status will be required. If you are unable to be vaccinated due to medical, pregnancy or religious reasons, we offer accommodations in accordance with applicable law.

Your Life @ IBM
Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM
IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.


At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement
Supplemental 1 employees may be eligible for paid holidays, paid sick time and Employee Stock Purchase Plan.

IBM will not be providing visa sponsorship for this position now or in the future. Therefore, in order to be considered for this position, you must have the ability to work without a need for current or future visa sponsorship.

We consider qualified applicants with criminal histories, consistent with applicable law.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.To apply to this job, click Apply NowShow More  ",-1,-1,"$119,096 /yr (est.)",4.0,,"Research Triangle Park, NC",10000+ Employees,1911,Company - Public,IT Services,Information Technology,-1
107,Data Scientist,"Data Scientist


Guide our customers in their adoption of AI and Machine Learning, helping them to realize whole potential of modern data science and data-driven approaches

Develop a deep understanding of customers’ context and help them translate the business use cases into data science solutions

Effectively manage the delivery to our customers of professional services that include assisted software installation, customer training/coaching, and co-development of data science projects

Maintain consistent and concise internal communication across multiple teams

Ensure customer satisfaction throughout the implementation process
Location
Herndon, Virginia
Department
Engineering
Employment Type
Full-Time
Minimum Experience
ExperiencedShow More  ",-1,-1,"$117,890 /yr (est.)",4.2,"SYNTASA
4.2","Herndon, VA",1 to 50 Employees,2014,Company - Private,Computer Hardware & Software,Information Technology,-1
108,Data Scientist,Skills/ Must-Haves : * Vast experience working with Adobe Target * Strong working knowledge of CDPs and Data Lakes * Background in Data Analytics and strong fundamental skills * Knowledge of Data Bricks * Experience working in the Consumer Products (CPG) industry would be ideal ** the candidate will need vast experience working with Adobe Target. They should have a strong working knowledge of CDPs and Data Lakes. The candidate should have a background in Data Analytics and strong fundamental skills. Knowledge of Data Bricks and a background working in the Consumer Products industry would be ideal. **Show More  ,-1,-1,-1,3.3,"Telnet Inc
3.3",Maryland,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
109,BHJOB15656_16794 - Data Scientist,"The recruitment team here at Myticas is looking to hire 2 Data Scientists to assist with building our client's nextgen (next generation) of advanced analytics products using AI, Data Science, and ML (Machine learning).

The Data Scientists we are seeking will collaborate across internal teams to create predictive models and identify opportunities to make informed business decisions and create value for our customer base. The primary responsibilities will be applying a knowledge of statistics, machine learning (ML) programming, data modeling, simulation, and advanced mathematics for recognizing patterns, identify opportunities, posing business questions, and making valuable discoveries leading to prototype development and new product offerings.

REQUIREMENTS:

Degree in a scientific or quantitative field or a proven proficiency in these areas
3 or more years of experience as a Data Scientist
Demonstrated ability with a data-focused programming language, such as R and Python
Experience with T-SQL, Apache Spark, and Dev platforms such as: Visual Studio, VS Code
Understanding statistical and ML/AL algorithms and how different parameters impact outcomes
Experience solving unique or complex problems, and explain findings in a concise and actionable manner
Ability to form useful machine learning (ML) models that have a measurable impact towards a targeted goal
Proficiency with Microsoft personal productivity tools like Excel, Word, Visio, etc...
Experience working in an Agile/SCRUM SDLC environmentsShow More  ",-1,-1,"$89,160 /yr (est.)",3.7,"Myticas Consulting
3.7","Chicago, IL",1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
110,Data Scientist - Analytics,"As a Data Scientist at Hypersonix, you will play a key role in translating data into insights for our clients. You will design, develop and implement processes and frameworks into our AI Platform that will help our clients make sense of the data they generate and consume the insights to make informed decisions.
Roles and Responsibilities

Solve business problems & develop a business solution
Use problem-solving methodologies to propose creative solutions to solve a business problem
Recommend design and develop state-of-the-art data-driven analysis using statistical & advanced analytics methodologies to solve business problems
Develop models & recommend insights
Form a hypothesis and run experiments to gain empirical insights and validate the hypothesis
Identify and eliminate possible obstacles and identify an alternative creative solution.

Requirements

Experience in design and review of new solution concepts and leading the delivery of high-impact analytics solutions and programs for global clients.
Should be able to apply domain knowledge to functional areas like inventory management, business growth strategy, revenue management, marketing effectiveness
Have business acumen to manage revenues profitably and meet financial goals consistently
Able to quantify business value for clients and create win-win commercial propositions
Good thought leadership & ability to structure & solve business problems, innovating, where required
Must have the ability to adapt to changing business priorities in a fast-paced business environment

Technical Expertise

Should have the ability to handle structured /unstructured data and have prior experience in loading, validating, and cleaning various types of data
Should have a very good understanding of data structures and algorithms
Should have coding skills in Python- Experience leading and working independently on end-to-end projects in a fast-paced environment is strongly preferred
Advanced knowledge of SQL/redshift with proficiency with Python/R
Sound knowledge of advanced analytics and machine learning techniques such as segmentation/clustering, recommendation engines, propensity models, and forecasting to drive growth throughout the customer lifecycle
Should be able to evaluate and bring in new advanced techniques to enhance the value-add for clients

This is a remote position.Show More  ",-1,-1,-1,5.0,"Hypersonix Inc.
5.0",Remote,1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,-1
